FID_data,__1,PURCHASE,FLOORSZ,TYPEDETCH,TPSEMIDTCH,TYPETRRD,TYPEBNGLW,TYPEFLAT,BLDPWW1,BLDPOSTW,BLD60S,BLD70S,BLD80S,BLD90S,BATH2,BEDS2,GARAGE1,CENTHEAT,UNEMPLOY,PROF,BLDINTW,X,Y,coords.x1,coords.x2,optional,FID_London,NAME,GSS_CODE,HECTARES,NONLD_AREA,ONS_INNER,LON,LAT
1123,1123,123500,56,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,8.184461986,34.34169818,1,531200,179600,531200,179600,TRUE,10,Lambeth,E09000022,2724.94,43.927,T,-0.109614996,51.49960765
1580,1580,123500,90,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2.937959056,34.51965951,1,551800,187000,551800,187000,TRUE,5,Havering,E09000016,11445.735,210.763,F,0.190171366,51.56094613
370,370,123750,65,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,4.038086498,41.76796283,0,535800,169300,535800,169300,TRUE,2,Bromley,E09000006,15013.487,0,F,-0.047331728,51.40595143
60,60,124000,90,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3.2639167,48.08615241,1,525500,163400,525500,163400,TRUE,18,Sutton,E09000029,4384.698,0,F,-0.19743828,51.35529419
145,145,124000,82,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2.363255193,39.52432646,1,522800,165600,522800,165600,TRUE,18,Sutton,E09000029,4384.698,0,F,-0.235438498,51.37565888
536,536,124000,68,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,3.237547893,57.42848027,0,513800,171500,513800,171500,TRUE,19,Richmond upon Thames,E09000027,5876.111,135.443,F,-0.362811112,51.43056964
585,585,124000,50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,4.588358679,46.41768888,0,526500,172100,526500,172100,TRUE,21,Wandsworth,E09000032,3522.022,95.6,T,-0.179981739,51.43326917
945,945,124000,53,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,3.266724587,48.73294347,0,515100,176500,515100,176500,TRUE,3,Hounslow,E09000018,5658.541,60.755,F,-0.342489741,51.4752511
1446,1446,124000,104,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3.828519028,31.44016227,1,545600,185100,545600,185100,TRUE,31,Barking and Dagenham,E09000002,3779.934,169.15,F,0.099997097,51.54550689
1768,1768,124000,95,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4.00056346,36.47798742,1,552200,189100,552200,189100,TRUE,5,Havering,E09000016,11445.735,210.763,F,0.196847799,51.57970846
1904,1904,124000,76,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,3.53209267,49.8185699,0,539700,190800,539700,190800,TRUE,17,Redbridge,E09000026,5644.225,2.3,F,0.017225866,51.59822345
1091,1091,124600,84,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,5.482897384,24.75865985,1,508500,178900,508500,178900,TRUE,6,Hillingdon,E09000017,11570.063,0,F,-0.436756859,51.49812971
933,933,124786,78,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,6.03341157,45.71263036,0,527100,176300,527100,176300,TRUE,21,Wandsworth,E09000032,3522.022,95.6,T,-0.169844698,51.47088444
18,18,124950,94,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,3.48767288,49.29941292,0,531300,161500,531300,161500,TRUE,1,Croydon,E09000008,8649.441,0,F,-0.114881032,51.33690627
142,142,124950,52,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,2.363255193,39.52432646,0,522500,165500,522500,165500,TRUE,18,Sutton,E09000029,4384.698,0,F,-0.23978161,51.37482486
399,399,124950,87,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,6.429780034,28.28374823,0,528200,169700,528200,169700,TRUE,20,Merton,E09000024,3762.466,0,F,-0.156404925,51.41131588
547,547,124950,72,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4.474348192,28.21149752,1,509800,171600,509800,171600,TRUE,3,Hounslow,E09000018,5658.541,60.755,F,-0.42030235,51.43225796
767,767,124950,50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,7.08739468,41.77090779,0,535100,174300,535100,174300,TRUE,11,Southwark,E09000028,2991.34,105.139,T,-0.055483576,51.45105583
1398,1398,124950,77,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,6.572541383,27.35834371,0,513800,184500,513800,184500,TRUE,4,Ealing,E09000009,5554.428,0,F,-0.358619393,51.54742456
661,661,124995,120,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,8.873171516,24.5353706,0,536900,173000,536900,173000,TRUE,12,Lewisham,E09000023,3531.706,16.795,T,-0.030095193,51.43893997
2061,2061,124995,70,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,6.222725069,29.74106639,0,533700,195900,533700,195900,TRUE,15,Enfield,E09000010,8220.025,0,F,-0.067411303,51.64551462
96,96,125000,60,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,3.933784265,37.24761426,0,526400,164500,526400,164500,TRUE,18,Sutton,E09000029,4384.698,0,F,-0.184127457,51.36498167
155,155,125000,96,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4.860874503,39.7921161,1,533800,165800,533800,165800,TRUE,1,Croydon,E09000008,8649.441,0,F,-0.077391509,51.37497027
204,204,125000,92,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,5.665839537,22.04150308,0,525600,166800,525600,166800,TRUE,18,Sutton,E09000029,4384.698,0,F,-0.194801023,51.38583211
292,292,125000,98,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6.32777895,28.30169628,1,529900,168200,529900,168200,TRUE,20,Merton,E09000024,3762.466,0,F,-0.132521125,51.3974471
403,403,125000,86,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4.196519959,51.35675221,1,525900,169800,525900,169800,TRUE,20,Merton,E09000024,3762.466,0,F,-0.189426922,51.41273014
409,409,125000,56,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,2.95737895,49.54213764,0,543100,169800,543100,169800,TRUE,2,Bromley,E09000006,15013.487,0,F,0.057765858,51.40864966
457,457,125000,60,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,5.450193335,41.17902037,0,526800,170500,526800,170500,TRUE,20,Merton,E09000024,3762.466,0,F,-0.176240579,51.4188212
478,478,125000,96,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,3.477278433,47.961664,0,539300,170700,539300,170700,TRUE,2,Bromley,E09000006,15013.487,0,F,0.003512219,51.41768443
490,490,125000,80,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,8.803066875,34.75506446,0,533200,170900,533200,170900,TRUE,10,Lambeth,E09000022,2724.94,43.927,T,-0.08409325,51.42094832
513,513,125000,61,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,3.237547893,57.42848027,0,513900,171200,513900,171200,TRUE,19,Richmond upon Thames,E09000027,5876.111,135.443,F,-0.361469573,51.42785287
518,518,125000,95,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,6.816326531,48.71125337,0,529500,171200,529500,171200,TRUE,10,Lambeth,E09000022,2724.94,43.927,T,-0.137172567,51.42450223
522,522,125000,110,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4.163341314,43.32302502,1,540400,171200,540400,171200,TRUE,2,Bromley,E09000006,15013.487,0,F,0.019520788,51.42190654
852,852,125000,88,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2.934537246,31.81386515,1,545500,175300,545500,175300,TRUE,14,Bexley,E09000004,6428.649,370.619,F,0.094513063,51.45746519
869,869,125000,96,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,3.881956823,27.30724299,0,552100,175400,552100,175400,TRUE,14,Bexley,E09000004,6428.649,370.619,F,0.189491955,51.45662877
870,870,125000,107,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,4.379435693,37.0879376,0,514000,175500,514000,175500,TRUE,3,Hounslow,E09000018,5658.541,60.755,F,-0.358646057,51.46648501
884,884,125000,54,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,10.05735628,36.218394,0,536100,175600,536100,175600,TRUE,12,Lewisham,E09000023,3531.706,16.795,T,-0.040599068,51.46249982
982,982,125000,73,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,7.368232341,27.91334661,0,540900,177000,540900,177000,TRUE,13,Greenwich,E09000011,5044.19,310.785,F,0.029017872,51.47390676
1085,1085,125000,82,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,11.56038475,26.12326708,0,532900,178800,532900,178800,TRUE,11,Southwark,E09000028,2991.34,105.139,T,-0.085436646,51.49202045
1108,1108,125000,66,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,4.392901072,29.54107549,1,506000,179400,506000,179400,TRUE,6,Hillingdon,E09000017,11570.063,0,F,-0.472612087,51.5030988
1280,1280,125000,62,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,7.306590258,43.73486194,0,524200,183000,524200,183000,TRUE,8,Brent,E09000005,4323.27,0,F,-0.209221191,51.53174892
1321,1321,125000,62,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,8.313230655,42.12686932,1,530900,183500,530900,183500,TRUE,27,Islington,E09000019,1485.664,0,T,-0.112486225,51.53472886
1323,1323,125000,89,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,6.850223918,23.44713491,1,512200,183600,512200,183600,TRUE,4,Ealing,E09000009,5554.428,0,F,-0.381973844,51.53965507
1476,1476,125000,108,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,9.456963428,26.2651142,0,543700,185500,543700,185500,TRUE,17,Redbridge,E09000026,5644.225,2.3,F,0.072776116,51.5495886
1521,1521,125000,99,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,8.574695122,27.86421499,0,539500,186000,539500,186000,TRUE,16,Waltham Forest,E09000031,3880.793,0,F,0.012433092,51.55513623
1654,1654,125000,78,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,4.262626263,45.12069321,0,514400,187900,514400,187900,TRUE,7,Harrow,E09000015,5046.33,0,F,-0.348862457,51.57786471
1658,1658,125000,127,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,6.565656566,34.40638681,0,545900,187900,545900,187900,TRUE,17,Redbridge,E09000026,5644.225,2.3,F,0.105482909,51.57059116
1711,1711,125000,50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,4.815196584,61.54993938,0,530100,188500,530100,188500,TRUE,29,Haringey,E09000014,2959.837,0,T,-0.122164817,51.57985177
1721,1721,125000,103,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,8.756735951,28.24343015,0,536900,188600,536900,188600,TRUE,16,Waltham Forest,E09000031,3880.793,0,F,-0.024037373,51.57913962
1733,1733,125000,81,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,4.354971241,37.33552632,0,515000,188800,515000,188800,TRUE,7,Harrow,E09000015,5046.33,0,F,-0.339911718,51.58583234
1766,1766,125000,88,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4.924514738,34.36710515,1,545900,189100,545900,189100,TRUE,17,Redbridge,E09000026,5644.225,2.3,F,0.10598144,51.58137473
1806,1806,125000,89,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,7.312744054,33.40355376,0,536600,189500,536600,189500,TRUE,16,Waltham Forest,E09000031,3880.793,0,F,-0.028014476,51.58730076
1897,1897,125000,79,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,5.656673804,33.07193077,1,537000,190700,537000,190700,TRUE,16,Waltham Forest,E09000031,3880.793,0,F,-0.021775114,51.59798804
1949,1949,125000,89,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,12.98757899,19.16050642,1,532100,191600,532100,191600,TRUE,29,Haringey,E09000014,2959.837,0,T,-0.092147066,51.60724736
2026,2026,125000,84,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,8.340588543,25.29360763,1,535000,194300,535000,194300,TRUE,15,Enfield,E09000010,8220.025,0,F,-0.049249193,51.63082464
2037,2037,125000,70,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,4.371310137,40.68505687,1,527000,194800,527000,194800,TRUE,9,Barnet,E09000003,8674.837,0,F,-0.164601923,51.63718162
2048,2048,125000,100,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,4.985735634,35.48470543,0,524500,195600,524500,195600,TRUE,9,Barnet,E09000003,8674.837,0,F,-0.200427733,51.64493091
423,423,125500,96,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,6.985187337,38.22781021,1,529400,170100,529400,170100,TRUE,10,Lambeth,E09000022,2724.94,43.927,T,-0.13901191,51.41463841
553,553,125500,92,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,8.461649158,38.53403141,0,531700,171600,531700,171600,TRUE,10,Lambeth,E09000022,2724.94,43.927,T,-0.1053958,51.42759028
2095,2095,125500,73,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,5.292479109,32.62234385,0,532500,198000,532500,198000,TRUE,15,Enfield,E09000010,8220.025,0,F,-0.083950453,51.66467191
842,842,126000,51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5.020720434,46.87797147,1,523300,175200,523300,175200,TRUE,21,Wandsworth,E09000032,3522.022,95.6,T,-0.224917275,51.46183837
1249,1249,126000,58,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,6.850223918,23.44713491,0,512300,182500,512300,182500,TRUE,4,Ealing,E09000009,5554.428,0,F,-0.380883305,51.52974744
1443,1443,126000,120,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,9.991095281,27.73363001,1,539400,185100,539400,185100,TRUE,30,Newham,E09000025,3857.806,237.637,T,0.010634711,51.54707276
1563,1563,126000,81,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,9.678773882,37.45643042,0,532600,186900,532600,186900,TRUE,28,Hackney,E09000012,1904.902,0,T,-0.086705823,51.56488927
1594,1594,126000,75,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2.525163341,37.48465756,1,555100,187200,555100,187200,TRUE,5,Havering,E09000016,11445.735,210.763,F,0.23783337,51.56184532
1636,1636,126000,103,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2.937959056,34.51965951,1,552300,187700,552300,187700,TRUE,5,Havering,E09000016,11445.735,210.763,F,0.197683019,51.56710137
1786,1786,126000,84,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,6.804229195,33.24939293,0,536300,189300,536300,189300,TRUE,16,Waltham Forest,E09000031,3880.793,0,F,-0.032420255,51.58557601
1940,1940,126000,83,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,7.693450171,24.26814025,1,520900,191500,520900,191500,TRUE,9,Barnet,E09000003,8674.837,0,F,-0.253852812,51.60886527
90,90,126500,78,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,3.261470426,40.56423174,0,528500,164400,528500,164400,TRUE,18,Sutton,E09000029,4384.698,0,F,-0.154011516,51.36361154
1049,1049,126500,94,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,9.339488636,26.26680455,0,534100,178300,534100,178300,TRUE,11,Southwark,E09000028,2991.34,105.139,T,-0.068349889,51.48724336
1146,1146,126500,107,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,8.989740915,19.75672116,1,512000,180100,512000,180100,TRUE,4,Ealing,E09000009,5554.428,0,F,-0.385969724,51.50823366
1465,1465,126500,80,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,8.517622668,38.18727385,1,532400,185400,532400,185400,TRUE,27,Islington,E09000019,1485.664,0,T,-0.090154847,51.55145514
1688,1688,126500,70,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,7.601935038,38.36059338,0,531400,188300,531400,188300,TRUE,29,Haringey,E09000014,2959.837,0,T,-0.103486755,51.57775265
1934,1934,126500,96,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,4.717948718,24.66960352,1,550200,191300,550200,191300,TRUE,5,Havering,E09000016,11445.735,210.763,F,0.168943954,51.60001408
2086,2086,126500,98,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,7.612403101,22.35818362,1,535400,197400,535400,197400,TRUE,15,Enfield,E09000010,8220.025,0,F,-0.042272849,51.65858831
39,39,127000,98,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,6.962616822,18.02533604,1,538000,162700,538000,162700,TRUE,1,Croydon,E09000008,8649.441,0,F,-0.018281898,51.34610406
114,114,127000,86,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,2.418658221,46.33519074,0,545300,164800,545300,164800,TRUE,2,Bromley,E09000006,15013.487,0,F,0.087333138,51.36315664
477,477,127000,112,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,3.477278433,47.961664,0,539300,170700,539300,170700,TRUE,2,Bromley,E09000006,15013.487,0,F,0.003512219,51.41768443
616,616,127000,65,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,6.816326531,48.71125337,0,529800,172400,529800,172400,TRUE,10,Lambeth,E09000022,2724.94,43.927,T,-0.132419785,51.435219
1299,1299,127000,99,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,11.95918367,25.86999343,0,532500,183200,532500,183200,TRUE,28,Hackney,E09000012,1904.902,0,T,-0.089541637,51.5316593
1442,1442,127000,120,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,9.991095281,27.73363001,0,539400,185100,539400,185100,TRUE,30,Newham,E09000025,3857.806,237.637,T,0.010634711,51.54707276
1510,1510,127000,94,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,8.574695122,27.86421499,0,539300,185900,539300,185900,TRUE,16,Waltham Forest,E09000031,3880.793,0,F,0.009510177,51.55428697
1726,1726,127000,100,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4.307805596,32.92851228,1,547500,188600,547500,188600,TRUE,17,Redbridge,E09000026,5644.225,2.3,F,0.128849404,51.57646513
1731,1731,127000,107,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,3.404395968,37.16239316,0,552600,188700,552600,188700,TRUE,5,Havering,E09000016,11445.735,210.763,F,0.202442971,51.576006
2098,2098,127000,90,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,5.292479109,32.62234385,0,533900,198200,533900,198200,TRUE,15,Enfield,E09000010,8220.025,0,F,-0.063641141,51.66613742
634,634,127500,85,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,4.570198759,60.11454754,0,528000,172700,528000,172700,TRUE,21,Wandsworth,E09000032,3522.022,95.6,T,-0.158195477,51.438325
636,636,127500,100,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,6.639413589,32.33163595,0,540700,172700,540700,172700,TRUE,12,Lewisham,E09000023,3531.706,16.795,T,0.024428987,51.43531264
776,776,127500,62,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,6.343803187,44.85934777,0,539700,174400,539700,174400,TRUE,12,Lewisham,E09000023,3531.706,16.795,T,0.010721364,51.45083814
1024,1024,127500,92,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,5.857336169,27.67734239,1,547800,177700,547800,177700,TRUE,14,Bexley,E09000004,6428.649,370.619,F,0.128601603,51.47843652
2054,2054,127500,75,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3.656361474,41.81501401,1,533700,195700,533700,195700,TRUE,15,Enfield,E09000010,8220.025,0,F,-0.067487748,51.64371718
256,256,128000,89,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,5.080633652,25.87891233,1,546200,167600,546200,167600,TRUE,2,Bromley,E09000006,15013.487,0,F,0.101405189,51.38808828
356,356,128000,80,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,3.54220105,51.25578086,0,539000,169100,539000,169100,TRUE,2,Bromley,E09000006,15013.487,0,F,-0.001427042,51.40337861
589,589,128000,134,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,7.100278183,37.95301781,0,535700,172100,535700,172100,TRUE,12,Lewisham,E09000023,3531.706,16.795,T,-0.047696566,51.43114011
1059,1059,128000,64,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,5.862131355,34.8752453,0,517500,178500,517500,178500,TRUE,3,Hounslow,E09000018,5658.541,60.755,F,-0.307278677,51.49273484
1095,1095,128000,92,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,7.792659593,19.01025482,1,511400,179000,511400,179000,TRUE,4,Ealing,E09000009,5554.428,0,F,-0.394960147,51.49846443
1096,1096,128000,92,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,7.792659593,19.01025482,1,511400,179000,511400,179000,TRUE,4,Ealing,E09000009,5554.428,0,F,-0.394960147,51.49846443
1301,1301,128000,80,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,9.247311828,27.9995438,0,537000,183200,537000,183200,TRUE,26,Tower Hamlets,E09000030,2157.501,179.707,T,-0.024698951,51.53058515
1406,1406,128000,65,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,8.594993489,32.55071075,0,522800,184600,522800,184600,TRUE,8,Brent,E09000005,4323.27,0,F,-0.228838365,51.54643625
1659,1659,128000,100,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,6.565656566,34.40638681,0,546500,187900,546500,187900,TRUE,17,Redbridge,E09000026,5644.225,2.3,F,0.114135178,51.57043555
1765,1765,128000,96,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4.924514738,34.36710515,1,544500,189100,544500,189100,TRUE,17,Redbridge,E09000026,5644.225,2.3,F,0.08578774,51.58173546
1204,1204,128500,86,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,5.33717995,26.59147227,1,509700,181700,509700,181700,TRUE,6,Hillingdon,E09000017,11570.063,0,F,-0.418603184,51.52306744
1447,1447,128500,119,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,3.701188455,27.1791466,0,552100,185100,552100,185100,TRUE,5,Havering,E09000016,11445.735,210.763,F,0.193674607,51.54379222
1511,1511,128500,100,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,5.197545071,30.79197276,1,544900,185900,544900,185900,TRUE,17,Redbridge,E09000026,5644.225,2.3,F,0.09023777,51.55287624
1579,1579,128500,100,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,8.732468907,17.68998228,1,549900,187000,549900,187000,TRUE,5,Havering,E09000016,11445.735,210.763,F,0.162779307,51.56145437
1915,1915,128500,98,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,5.205047319,32.14525891,1,544400,191000,544400,191000,TRUE,17,Redbridge,E09000026,5644.225,2.3,F,0.085127191,51.59883528
78,78,129000,80,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3.065985337,32.79064435,1,517700,164100,517700,164100,TRUE,0,Kingston upon Thames,E09000021,3726.117,0,F,-0.309184179,51.36325613
86,86,129000,67,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2.915365164,45.82978723,0,543900,164200,543900,164200,TRUE,2,Bromley,E09000006,15013.487,0,F,0.066992495,51.35812098
237,237,129000,65,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,3.758073987,49.92374728,0,518600,167500,518600,167500,TRUE,0,Kingston upon Thames,E09000021,3726.117,0,F,-0.295126104,51.3936305
378,378,129000,67,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,4.038086498,41.76796283,0,536300,169400,536300,169400,TRUE,2,Bromley,E09000006,15013.487,0,F,-0.040108305,51.4067302
670,670,129000,79,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,7.100278183,37.95301781,0,536300,173100,536300,173100,TRUE,12,Lewisham,E09000023,3531.706,16.795,T,-0.038684859,51.43998341
897,897,129000,109,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,3.5933897,32.72055248,1,547300,175800,547300,175800,TRUE,14,Bexley,E09000004,6428.649,370.619,F,0.120613911,51.46149282
980,980,129000,63,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,7.600870584,41.97980166,1,537700,177000,537700,177000,TRUE,13,Greenwich,E09000011,5044.19,310.785,F,-0.017033422,51.47469479
1006,1006,129000,120,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,6.107466417,33.79510057,0,543800,177300,543800,177300,TRUE,13,Greenwich,E09000011,5044.19,310.785,F,0.070872154,51.475873
1101,1101,129000,87,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,5.482897384,24.75865985,1,508600,179200,508600,179200,TRUE,6,Hillingdon,E09000017,11570.063,0,F,-0.435224292,51.50080725
1401,1401,129000,116,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,12.85738454,25.44866137,0,539700,184500,539700,184500,TRUE,30,Newham,E09000025,3857.806,237.637,T,0.014720641,51.54160643
1987,1987,129000,67,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,5.53593947,42.82445244,0,526800,192400,526800,192400,TRUE,9,Barnet,E09000003,8674.837,0,F,-0.168359821,51.61565624
148,148,129500,100,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,3.777078319,30.82866525,1,527600,165700,527600,165700,TRUE,18,Sutton,E09000029,4384.698,0,F,-0.166466716,51.37549901
1190,1190,129570,95,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,5.02328676,24.74159681,0,508700,181300,508700,181300,TRUE,6,Hillingdon,E09000017,11570.063,0,F,-0.433136434,51.51966519
72,72,129950,75,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3.2421875,38.0134822,1,518500,163800,518500,163800,TRUE,0,Kingston upon Thames,E09000021,3726.117,0,F,-0.297797223,51.36039314
171,171,129950,72,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2.733031674,34.50145208,1,524300,166100,524300,166100,TRUE,18,Sutton,E09000029,4384.698,0,F,-0.213720625,51.37982656
442,442,129950,78,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,8.017854191,35.39019964,0,533900,170300,533900,170300,TRUE,2,Bromley,E09000006,15013.487,0,F,-0.074257465,51.41539084
361,361,129995,68,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,4.038086498,41.76796283,0,535900,169200,535900,169200,TRUE,2,Bromley,E09000006,15013.487,0,F,-0.045933046,51.40502873
462,462,129995,84,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,7.037378865,36.05036448,0,535700,170500,535700,170500,TRUE,2,Bromley,E09000006,15013.487,0,F,-0.048309422,51.41676027
468,468,129995,67,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,7.758478081,21.27421498,0,539000,170600,539000,170600,TRUE,12,Lewisham,E09000023,3531.706,16.795,T,-0.000838989,51.41685936
577,577,129995,70,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,7.100278183,37.95301781,0,536100,171900,536100,171900,TRUE,12,Lewisham,E09000023,3531.706,16.795,T,-0.04202227,51.42924669
838,838,129995,104,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2.934537246,31.81386515,1,545300,175100,545300,175100,TRUE,14,Bexley,E09000004,6428.649,370.619,F,0.091553892,51.45571925
983,983,129995,110,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,6.107466417,33.79510057,0,543300,177000,543300,177000,TRUE,13,Greenwich,E09000011,5044.19,310.785,F,0.063554957,51.47330388
1009,1009,129995,76,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,8.943894389,32.77324372,0,540600,177400,540600,177400,TRUE,13,Greenwich,E09000011,5044.19,310.785,F,0.024859871,51.47757618
1337,1337,129995,84,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,9.601449275,31.28572725,0,530600,183700,530600,183700,TRUE,27,Islington,E09000019,1485.664,0,T,-0.116735355,51.53659587
